Freq(GHz)	GainS12Path	GainS13Path	GainS14Path
4.936238095	0.9680726977	0.0008816477	0.0009458522
4.936555556	0.9677945024	0.0008816553	0.0009462406
4.936873016	0.9673254579	0.0008816179	0.0009488707
4.937190476	0.9668726512	0.0008815879	0.0009515153
4.937507937	0.9666361706	0.0008823926	0.0009526153
4.937825397	0.9667235608	0.0008844758	0.0009513239
4.938142857	0.9668268988	0.0008865639	0.0009500368
4.938460317	0.9669539054	0.0008879781	0.0009494213
4.938777778	0.967119931	0.0008872977	0.0009508892
4.939095238	0.9673006246	0.0008866209	0.0009523865
4.939412698	0.9674876782	0.0008858543	0.0009535587
4.939730159	0.9676091474	0.0008841984	0.0009513603
4.940047619	0.9677437353	0.0008825494	0.0009491702
4.940365079	0.9678914442	0.0008809072	0.0009469883
4.94068254	0.9675752864	0.0008808093	0.0009462981
4.941	0.9672469378	0.0008808063	0.0009456975
4.94131746	0.9669341565	0.0008808088	0.0009451002
4.941634921	0.9669115762	0.0008802831	0.0009463523
4.941952381	0.9669741637	0.0008796347	0.0009481056
4.942269841	0.9670512092	0.0008790017	0.0009498884
4.942587302	0.9669649914	0.0008785887	0.0009506601
4.942904762	0.966796979	0.0008782923	0.0009508702
4.943222222	0.9666448597	0.0008779979	0.0009510849
4.943539683	0.9666709055	0.0008787774	0.0009509448
4.943857143	0.9668745685	0.0008806462	0.0009504458
4.944174603	0.9670901687	0.0008825159	0.0009499533
4.944492063	0.9673170728	0.000883998	0.0009493059
4.944809524	0.9675569438	0.0008847515	0.0009483672
4.945126984	0.9678120449	0.0008855104	0.0009474437
4.945444444	0.9679383728	0.000885721	0.0009468167
4.945761905	0.9674939202	0.0008836872	0.0009473442
4.946079365	0.9670657491	0.0008816672	0.0009478771
4.946396825	0.966678558	0.0008797764	0.0009483524
4.946714286	0.9668035003	0.000880209	0.0009475774
4.947031746	0.966945078	0.0008806438	0.0009468229
4.947349206	0.9671032982	0.0008810807	0.0009460889
4.947666667	0.9677396336	0.0008815846	0.0009476893
4.947984127	0.9684436914	0.0008821096	0.0009495662
4.948301587	0.9691629179	0.0008826489	0.000951456
4.948619048	0.9691448003	0.0008828749	0.0009519056
4.948936508	0.968886821	0.0008829921	0.0009518765
4.949253968	0.9686418587	0.000883109	0.000951857
4.949571429	0.9684058679	0.0008834863	0.000951367
4.949888889	0.9681816734	0.000884042	0.000950563
4.950206349	0.9679723606	0.0008846021	0.0009497664
4.95052381	0.9680156385	0.0008846017	0.0009497323
4.95084127	0.9683680996	0.0008839111	0.0009506351
4.95115873	0.9687391215	0.000883223	0.0009515498
4.95147619	0.9689045913	0.0008827094	0.0009526159
4.951793651	0.9685614814	0.0008826136	0.0009540215
4.952111111	0.9682325392	0.0008825402	0.0009554408
4.952428571	0.9679214159	0.0008824199	0.0009565794
4.952746032	0.9676453687	0.0008819148	0.0009560636
4.953063492	0.9673838313	0.0008814082	0.0009555648
4.953380952	0.9671370736	0.0008809009	0.000955083
4.953698413	0.9680190568	0.0008828708	0.0009535971
4.954015873	0.9689168469	0.0008848506	0.0009521242
4.954333333	0.9698304586	0.0008868404	0.0009506643
4.954650794	0.9696657617	0.0008873793	0.0009520375
4.954968254	0.9693229433	0.0008876636	0.0009539099
4.955285714	0.9689939672	0.0008879491	0.0009557855
4.955603175	0.9684706426	0.0008868208	0.0009553928
4.955920635	0.9678728239	0.0008850937	0.0009540401
4.956238095	0.967289375	0.0008833722	0.0009526971
4.956555556	0.9674373728	0.0008831095	0.0009521357
4.956873016	0.9681840997	0.0008840339	0.0009522146
4.957190476	0.9689465281	0.0008849629	0.0009523067
4.957507937	0.9691949772	0.0008856014	0.0009525583
4.957825397	0.9686702472	0.0008858068	0.0009530455
4.958142857	0.9681607136	0.0008860194	0.0009535516
4.958460317	0.9677810569	0.0008859985	0.0009542425
4.958777778	0.9677556508	0.000885272	0.0009554348
4.959095238	0.9677438597	0.0008845531	0.0009566316
4.959412698	0.9677350336	0.000883779	0.0009576125
4.959730159	0.967648185	0.0008824608	0.0009566731
4.960047619	0.9675778276	0.0008811445	0.0009557451
4.960365079	0.9675239526	0.0008798304	0.0009548287
4.96068254	0.9673545493	0.0008813445	0.0009541993
4.961	0.9671926198	0.0008830105	0.0009535973
4.96131746	0.9670446168	0.0008846893	0.0009530092
4.961634921	0.9677894775	0.0008850658	0.0009522958
4.961952381	0.9687662951	0.0008851243	0.0009515616
4.962269841	0.9697602966	0.0008851856	0.0009508406
4.962587302	0.9697233486	0.0008858605	0.0009507321
4.962904762	0.9691436271	0.0008868601	0.0009509468
4.963222222	0.9685751387	0.0008878604	0.0009511657
4.963539683	0.9685444277	0.0008886398	0.0009522638
4.963857143	0.9690492377	0.0008892125	0.0009542362
4.964174603	0.9695739024	0.0008897997	0.000956226
4.964492063	0.9698216552	0.0008891518	0.0009571787
4.964809524	0.9695444338	0.0008862415	0.0009562256
4.965126984	0.9692802516	0.0008833427	0.0009552839
4.965444444	0.9690319849	0.0008812347	0.0009543381
4.965761905	0.9688079687	0.0008821541	0.0009533374
4.966079365	0.9685970605	0.0008830732	0.0009523378
4.966396825	0.9684309689	0.0008839189	0.000951468
4.966714286	0.9688198865	0.0008835243	0.0009528041
4.967031746	0.9692235713	0.0008831396	0.0009541639
4.967349206	0.9696420262	0.0008827649	0.0009555474
4.967666667	0.9688757245	0.0008818916	0.0009548775
4.967984127	0.9680008105	0.0008809706	0.0009540095
4.968301587	0.9671421591	0.0008800546	0.0009531592
4.968619048	0.9669972699	0.0008808856	0.0009538132
4.968936508	0.9670935637	0.0008822804	0.0009549555
4.969253968	0.9672061048	0.0008836767	0.0009561054
4.969571429	0.9677599411	0.0008846309	0.0009569148
4.969888889	0.9686039674	0.0008853028	0.0009575072
4.970206349	0.9694620237	0.000885981	0.0009581087
4.97052381	0.9696021287	0.0008856765	0.0009582559
4.97084127	0.9688863071	0.0008842032	0.0009578584
4.97115873	0.9681844938	0.0008827364	0.000957466
4.97147619	0.967797239	0.0008824724	0.0009568455
4.971793651	0.9681016874	0.0008849146	0.0009557111
4.972111111	0.968420607	0.0008873685	0.0009545913
4.972428571	0.9686202558	0.0008893559	0.0009537831
4.972746032	0.9681221597	0.0008887981	0.000954574
4.973063492	0.9676419928	0.0008882466	0.0009553755
4.973380952	0.9671870967	0.0008877033	0.0009561717
4.973698413	0.9676454153	0.0008873969	0.0009550429
4.974015873	0.9681168378	0.0008870904	0.0009539255
4.974333333	0.9686013726	0.0008867836	0.0009528195
4.974650794	0.9688014109	0.0008867646	0.0009512064
4.974968254	0.9689663476	0.0008867999	0.0009495226
4.975285714	0.9691452934	0.0008868428	0.0009478537
4.975603175	0.969372949	0.0008867046	0.0009500075
4.975920635	0.9696324389	0.0008864958	0.0009537472
4.976238095	0.9699101218	0.0008862936	0.0009575103
4.976555556	0.9699742684	0.000886147	0.0009596014
4.976873016	0.9698701698	0.0008860459	0.0009603662
4.977190476	0.9697793282	0.0008859518	0.0009611368
4.977507937	0.9694955625	0.0008858257	0.0009610154
4.977825397	0.9689293244	0.0008856441	0.0009596133
4.978142857	0.9683782562	0.0008854607	0.000958227
4.978460317	0.9679991954	0.0008852914	0.0009568495
4.978777778	0.9680807096	0.0008851743	0.0009554613
4.979095238	0.9681761739	0.0008850701	0.0009540783
4.979412698	0.9683421867	0.0008850822	0.0009528998
4.979730159	0.9689788022	0.0008859367	0.0009533378
4.980047619	0.9696310234	0.0008867981	0.0009537897
4.980365079	0.9702988423	0.0008876662	0.0009542557
4.98068254	0.9702424086	0.0008884347	0.0009568538
4.981	0.9701713662	0.000889205	0.0009595565
4.98131746	0.9701158471	0.0008899812	0.0009622777
4.981634921	0.9694631928	0.0008882458	0.0009606301
4.981952381	0.96868157	0.0008859287	0.0009579757
4.982269841	0.9679133017	0.0008836154	0.0009553345
4.982587302	0.9681742522	0.000883871	0.0009549089
4.982904762	0.968966611	0.0008854446	0.0009556187
4.983222222	0.969770639	0.0008870248	0.0009563369
4.983539683	0.9701183154	0.0008881068	0.0009566248
4.983857143	0.970037135	0.0008887164	0.0009565063
4.984174603	0.9699748387	0.0008893358	0.0009564004
4.984492063	0.970074788	0.0008896181	0.0009563545
4.984809524	0.9704432237	0.0008892938	0.0009564014
4.985126984	0.9708267596	0.0008889696	0.0009564561
4.985444444	0.9711386631	0.0008884346	0.0009564393
4.985761905	0.9711463107	0.0008871287	0.0009561408
4.986079365	0.971171387	0.0008858367	0.0009558563
4.986396825	0.9711984199	0.0008847089	0.0009556261
4.986714286	0.971012387	0.0008858113	0.0009560031
4.987031746	0.9708413818	0.000886914	0.000956386
4.987349206	0.9706853931	0.0008880168	0.0009567748
4.987666667	0.9707260022	0.0008886017	0.0009558823
4.987984127	0.9707981672	0.0008891447	0.0009548835
4.988301587	0.9708847066	0.0008896951	0.0009539006
4.988619048	0.9701322928	0.0008900839	0.0009532674
4.988936508	0.9691280733	0.0008904257	0.0009527484
4.989253968	0.9681352518	0.0008907726	0.0009522397
4.989571429	0.9682382653	0.0008902222	0.0009536968
4.989888889	0.9690384016	0.0008891097	0.0009563929
4.990206349	0.9698563572	0.000888001	0.0009591015
4.99052381	0.9701185866	0.0008872659	0.0009597268
4.99084127	0.9697358152	0.0008869625	0.0009579535
4.99115873	0.9693675438	0.0008866654	0.0009561954
4.99147619	0.9693062662	0.0008867542	0.0009554504
4.991793651	0.9698944328	0.0008876734	0.0009568811
4.992111111	0.9704963332	0.0008885983	0.0009583159
4.992428571	0.97094748	0.0008891544	0.0009594026
4.992746032	0.9705854628	0.0008878266	0.0009587214
4.993063492	0.9702403727	0.0008865021	0.0009580511
4.993380952	0.969927721	0.0008852209	0.0009573903
4.993698413	0.9705839804	0.0008864029	0.0009566619
4.994015873	0.9712529274	0.0008875952	0.000955941
4.994333333	0.9719345604	0.0008887979	0.0009552276
4.994650794	0.9717721563	0.0008887045	0.0009556493
4.994968254	0.9714929145	0.0008884121	0.0009562672
4.995285714	0.9712291402	0.0008881217	0.0009569084
4.995603175	0.9712025274	0.000888694	0.0009583713
4.995920635	0.9712754452	0.0008896112	0.0009601594
4.996238095	0.971359725	0.0008905339	0.0009619551
4.996555556	0.9712382777	0.0008906325	0.0009623654
4.996873016	0.9709653871	0.0008901	0.0009617265
4.997190476	0.9707075158	0.0008895681	0.0009611032
4.997507937	0.970523922	0.0008892469	0.0009609661
4.997825397	0.9704398899	0.0008892261	0.0009614932
4.998142857	0.9703735414	0.0008892156	0.0009620243
4.998460317	0.9704668978	0.0008894896	0.0009615019
4.998777778	0.9709633024	0.0008905183	0.0009581038
4.999095238	0.9714732616	0.0008915497	0.0009547249
4.999412698	0.9719080979	0.0008922299	0.0009519614
4.999730159	0.9716969162	0.0008902802	0.0009536625
5.000047619	0.9715009667	0.0008883373	0.000955389
5.000365079	0.9713202421	0.0008864011	0.000957141
5.00068254	0.9713832683	0.0008867331	0.0009582314
5.001	0.971470498	0.000887143	0.0009593079
5.00131746	0.9715745886	0.0008875577	0.0009603924
5.001634921	0.971748084	0.0008875562	0.0009603443
5.001952381	0.971947196	0.0008874666	0.0009600471
5.002269841	0.9721600517	0.0008873816	0.0009597522
5.002587302	0.9722154297	0.0008874503	0.0009598912
5.002904762	0.9722014971	0.0008875991	0.0009602531
5.003222222	0.9722030458	0.0008877549	0.0009606262
5.003539683	0.9720673514	0.0008879983	0.0009598889
5.003857143	0.9718044441	0.0008883181	0.0009581263
5.004174603	0.9715548009	0.0008886381	0.0009563739
5.004492063	0.971439514	0.0008893649	0.0009552346
5.004809524	0.9715467833	0.0008907895	0.000955139
5.005126984	0.9716722734	0.0008922237	0.0009550661
5.005444444	0.9717488789	0.0008930741	0.0009550927
5.005761905	0.9716042049	0.0008918372	0.0009554093
5.006079365	0.9714735498	0.0008906073	0.0009557423
5.006396825	0.9713491563	0.0008894573	0.0009561536
5.006714286	0.971137132	0.0008892624	0.0009573843
5.007031746	0.9709385187	0.00088907	0.0009586173
5.007349206	0.9707533122	0.0008888801	0.0009598527
5.007666667	0.9705838503	0.0008896625	0.0009611682
5.007984127	0.9704284135	0.0008905315	0.0009625049
5.008301587	0.9702868248	0.0008914045	0.0009638566
5.008619048	0.9708820842	0.0008922898	0.0009630116
5.008936508	0.9717046448	0.0008931839	0.0009615217
5.009253968	0.9725408356	0.0008940847	0.0009600397
5.009571429	0.9725135202	0.0008933372	0.0009595986
5.009888889	0.971971632	0.0008915876	0.0009597995
5.010206349	0.9714485221	0.0008898394	0.0009600171
5.01052381	0.9711953663	0.000888931	0.000960402
5.01084127	0.9712348858	0.0008889659	0.000960966
5.01115873	0.9712846164	0.000889011	0.0009615387
5.01147619	0.9713267599	0.0008888753	0.0009621479
5.011793651	0.9713470461	0.0008883448	0.0009628242
5.012111111	0.9713854415	0.000887817	0.0009635098
5.012428571	0.9714841331	0.000887511	0.0009640541
5.012746032	0.9717991036	0.000888255	0.0009638895
5.013063492	0.9721272412	0.0008890091	0.0009637329
5.013380952	0.9724637363	0.0008897915	0.000963558
5.013698413	0.9726168436	0.0008913314	0.0009623262
5.014015873	0.9727837098	0.0008928733	0.0009611196
5.014333333	0.9729643325	0.0008944173	0.000959938
5.014650794	0.9733678113	0.0008928453	0.0009601794
5.014968254	0.9738173388	0.0008908396	0.000960623
5.015285714	0.9742829905	0.0008888496	0.0009610664
5.015603175	0.9739185886	0.0008886987	0.0009601712
5.015920635	0.9732456425	0.0008892471	0.0009587856
5.016238095	0.9725851662	0.0008898006	0.0009574212
5.016555556	0.9724511582	0.0008903542	0.0009580959
5.016873016	0.9727135929	0.0008909059	0.0009602755
5.017190476	0.9729937557	0.0008914584	0.0009624667
5.017507937	0.9732191107	0.0008913524	0.000963305
5.017825397	0.9733611487	0.0008903627	0.0009623125
5.018142857	0.9735165872	0.0008893819	0.0009613323
5.018460317	0.9734961856	0.0008886433	0.0009606924
5.018777778	0.9729947147	0.0008885222	0.0009609265
5.019095238	0.9725103249	0.0008884039	0.0009611739
5.019412698	0.972165132	0.0008883315	0.0009614443
5.019730159	0.9726803256	0.0008885621	0.000961791
5.020047619	0.9732092052	0.0008888004	0.0009621404
5.020365079	0.9737517594	0.0008890463	0.0009624925
5.02068254	0.9733149151	0.00088915	0.0009623204
5.021	0.9728693911	0.0008892524	0.000962151
5.02131746	0.9724389724	0.000889357	0.0009619969
5.021634921	0.9729299859	0.0008900388	0.0009624606
5.021952381	0.9736247366	0.000890846	0.0009630659
5.022269841	0.9743335754	0.0008916586	0.000963687
5.022587302	0.9742156408	0.0008911756	0.000962578
5.022904762	0.9737139185	0.0008900778	0.0009606476
5.023222222	0.9732293159	0.0008889847	0.0009587261
5.023539683	0.9730320657	0.0008889397	0.0009578955
5.023857143	0.9730937162	0.0008898315	0.0009580528
5.024174603	0.973172498	0.0008907262	0.0009582336
5.024492063	0.9731339375	0.0008914044	0.0009590007
5.024809524	0.9728870588	0.0008917238	0.0009607058
5.025126984	0.9726509708	0.0008920448	0.0009624188
5.025444444	0.9724366192	0.0008923114	0.000964098
5.025761905	0.9722729193	0.0008923957	0.0009656465
5.026079365	0.9721248152	0.0008924907	0.0009672074
5.026396825	0.9720348297	0.0008925986	0.0009685132
5.026714286	0.9724556035	0.00089274	0.0009667104
5.027031746	0.9728905103	0.0008928852	0.0009649172
5.027349206	0.9733395569	0.0008930341	0.0009631337
5.027666667	0.9734527839	0.0008928604	0.0009634122
5.027984127	0.9735531964	0.0008926688	0.0009638549
5.028301587	0.9736673675	0.0008924842	0.0009643058
5.028619048	0.9742264891	0.0008921601	0.0009650187
5.028936508	0.97492237	0.0008918009	0.0009658218
5.029253968	0.9756333867	0.000891448	0.0009666448
5.029571429	0.9754002186	0.0008907783	0.0009675585
5.029888889	0.9746210152	0.0008899208	0.000968518
5.030206349	0.9738592046	0.0008890641	0.000969478
5.03052381	0.973463115	0.0008891655	0.0009693271
5.03084127	0.973458248	0.0008903072	0.0009679799
5.03115873	0.9734671613	0.0008914559	0.0009666395
5.03147619	0.973575305	0.000892203	0.0009653931
5.031793651	0.9738705962	0.0008921272	0.0009643367
5.032111111	0.9741805968	0.0008920528	0.0009632976
5.032428571	0.9744614338	0.0008918923	0.0009628925
5.032746032	0.9745587302	0.0008913453	0.0009652955
5.033063492	0.9746704393	0.0008908109	0.0009677256
5.033380952	0.9747746475	0.000890283	0.0009700551
5.033698413	0.9742242433	0.0008895761	0.000968507
5.034015873	0.9736869299	0.0008888719	0.0009669672
5.034333333	0.973162702	0.0008881704	0.0009654357
5.034650794	0.9728305373	0.0008888731	0.0009663637
5.034968254	0.9725378513	0.0008897646	0.0009676318
5.035285714	0.972260889	0.0008906574	0.0009689128
5.035603175	0.9727869243	0.000890636	0.0009685648
5.035920635	0.9736176305	0.0008902865	0.0009676285
5.036238095	0.974465793	0.0008899438	0.0009667032
5.036555556	0.9748311242	0.0008914235	0.0009668901
5.036873016	0.9748513852	0.0008942106	0.0009678766
5.037190476	0.9748833279	0.0008970067	0.0009688747
5.037507937	0.97466041	0.0008973746	0.0009695342
5.037825397	0.9741018035	0.0008945639	0.0009697417
5.038142857	0.9735565574	0.0008917613	0.0009699532
5.038460317	0.9731994612	0.0008902196	0.0009700514
5.038777778	0.9732968402	0.0008918526	0.0009698638
5.039095238	0.973407282	0.000893499	0.0009696911
5.039412698	0.973612914	0.0008948348	0.0009693622
5.039730159	0.9743645641	0.0008940867	0.0009679428
5.040047619	0.9751340211	0.000893344	0.0009665361
5.040365079	0.9759212912	0.0008926067	0.0009651422
5.04068254	0.975278514	0.0008923687	0.0009648045
5.041	0.9746266238	0.0008921418	0.0009644889
5.04131746	0.9739883693	0.0008919182	0.000964179
5.041634921	0.9736411286	0.00089325	0.000966553
5.041952381	0.9733643704	0.0008948952	0.0009694763
5.042269841	0.9731034324	0.0008965472	0.0009724207
5.042587302	0.9732165456	0.0008961166	0.0009715068
5.042904762	0.9735105206	0.0008947291	0.0009688309
5.043222222	0.973820944	0.0008933435	0.0009661745
5.043539683	0.9738736677	0.0008928096	0.0009656141
5.043857143	0.9737015071	0.0008930131	0.0009668609
5.044174603	0.9735409722	0.0008932171	0.0009681109
5.044492063	0.9734218818	0.0008929229	0.0009684601
5.044809524	0.9733671344	0.0008918429	0.0009673838
5.045126984	0.9733316624	0.0008907732	0.0009663234
5.045444444	0.9734989015	0.0008899099	0.0009658805
5.045761905	0.9742750279	0.0008896906	0.0009673919
5.046079365	0.9750660503	0.0008894817	0.0009689124
